Acc	Name	Desc	Status
PF04843.15	Herpes_teg_N	Herpesvirus tegument protein, N-terminal conserved region	not_in_bgc
PF00693.21	Herpes_TK	Thymidine kinase from herpesvirus	not_in_bgc
PF08465.13	Herpes_TK_C	Thymidine kinase from Herpesvirus C-terminal	not_in_bgc
PF05613.14	Herpes_U15	Human herpesvirus U15 protein	not_in_edm
PF07402.14	Herpes_U26	Human herpesvirus U26 protein	not_in_edm
PF04523.16	Herpes_U30	Herpes virus tegument protein U30	not_in_edm
PF04541.16	Herpes_U34	Herpesvirus virion protein U34	not_in_edm
PF04533.16	Herpes_U44	Herpes virus U44 protein	not_in_edm
PF05467.14	Herpes_U47	Herpesvirus glycoprotein U47	not_in_edm
PF05999.14	Herpes_U5	Herpesvirus U5-like family	not_in_edm
PF06501.14	Herpes_U55	Human herpesvirus U55 protein	not_in_edm
PF04529.15	Herpes_U59	Herpesvirus U59 protein	not_in_edm
PF05259.14	Herpes_UL1	Herpesvirus glycoprotein L	not_in_edm
PF03580.17	Herpes_UL14	Herpesvirus UL14-like protein	not_in_edm
PF03044.17	Herpes_UL16	Herpesvirus UL16/UL94 family	not_in_edm
PF04559.15	Herpes_UL17	Herpesvirus UL17 protein	not_in_edm
PF04544.15	Herpes_UL20	Herpesvirus egress protein UL20	not_in_edm
PF03252.16	Herpes_UL21	Herpesvirus UL21	not_in_edm
PF01646.19	Herpes_UL24	Herpes virus proteins UL24 and UL76	not_in_edm
PF01499.19	Herpes_UL25	Herpesvirus UL25 family	not_in_edm
PF03369.16	Herpes_UL3	Herpesvirus UL3 protein	not_in_edm
PF02718.17	Herpes_UL31	Herpesvirus UL31-like protein	not_in_edm
PF06070.14	Herpes_UL32	Herpesvirus large structural phosphoprotein UL32	not_in_edm
PF03581.16	Herpes_UL33	Herpesvirus UL33-like protein	not_in_edm
PF04496.15	Herpes_UL35	Herpesvirus UL35 family	not_in_edm
PF03586.16	Herpes_UL36	Herpesvirus UL36 tegument protein	not_in_bgc
PF03970.16	Herpes_UL37_1	Herpesvirus UL37 tegument protein	not_in_edm
PF07413.14	Herpes_UL37_2	Betaherpesvirus immediate-early glycoprotein UL37	not_in_edm
PF03277.16	Herpes_UL4	Herpesvirus UL4 family	not_in_edm
PF02282.19	Herpes_UL42	DNA polymerase processivity factor (UL42)	not_in_edm
PF05072.16	Herpes_UL43	Herpesvirus UL43 protein	not_in_edm
PF03387.17	Herpes_UL46	Herpesvirus UL46 protein	not_in_edm
PF03362.16	Herpes_UL47	Herpesvirus UL47 protein	not_in_edm
PF03117.17	Herpes_UL49_1	UL49 family	not_in_edm
PF04823.15	Herpes_UL49_2	Herpesvirus UL49 tegument protein	not_in_edm
PF05702.14	Herpes_UL49_5	Herpesvirus UL49.5 envelope/tegument protein	not_in_edm
PF04540.16	Herpes_UL51	Herpesvirus UL51 protein	not_in_edm
PF03121.18	Herpes_UL52	Herpesviridae UL52/UL70 DNA primase	not_in_edm
PF04537.15	Herpes_UL55	Herpesvirus UL55 protein	not_in_edm
PF04534.15	Herpes_UL56	Herpesvirus UL56 protein	not_in_edm
PF01763.19	Herpes_UL6	Herpesvirus UL6 like	not_in_edm
PF05459.15	Herpes_UL69	Herpesvirus transcriptional regulator family	not_in_edm
PF01677.19	Herpes_UL7	Herpesvirus UL7 like	not_in_edm
PF03554.16	Herpes_UL73	UL73 viral envelope glycoprotein	not_in_edm
PF07982.15	Herpes_UL74	Herpes UL74 glycoproteins	not_in_edm
PF03049.17	Herpes_UL79	UL79 family	not_in_edm
PF05784.14	Herpes_UL82_83	Betaherpesvirus UL82/83 protein N terminus	not_in_edm
PF03043.17	Herpes_UL87	Herpesvirus UL87 family	not_in_edm
PF03048.17	Herpes_UL92	UL92 family	not_in_edm
PF03038.17	Herpes_UL95	UL95 family	not_in_edm
PF05363.15	Herpes_US12	Herpesvirus US12 family	not_in_edm
PF06072.14	Herpes_US9	Alphaherpesvirus tegument protein US9	not_in_edm
PF01802.20	Herpes_V23	Herpesvirus VP23 like capsid protein	not_in_edm
PF03327.17	Herpes_VP19C	Herpesvirus capsid shell protein VP19C	not_in_edm
PF14409.9	Herpeto_peptide	Ribosomally synthesized peptide in Herpetosiphon	not_in_edm
PF13804.9	HERV-K_env_2	Retro-transcribing viruses envelope glycoprotein	not_in_bgc
PF15695.8	HERV-K_REC	Rec (regulator of expression encoded by corf) of HERV-K-113	not_in_edm
PF06985.14	HET	Heterokaryon incompatibility protein (HET)	not_in_edm
PF07217.14	Het-C	Heterokaryon incompatibility protein Het-C	not_in_edm
PF17108.8	HET-S	N-terminal small S protein of HET, non-prionic	not_in_edm
PF11558.11	HET-s_218-289	Het-s 218-289	not_in_edm
PF18460.4	HetR_C	Heterocyst differentiation regulator C-terminal Hood domain	
PF02444.19	HEV_ORF1	Hepatitis E virus ORF-2 (Putative capsid protein)	not_in_edm
PF20576.1	HEWD	HEWD domain	
PF00132.27	Hexapep	Bacterial transferase hexapeptide (six repeats)	not_in_edm
PF14602.9	Hexapep_2	Hexapeptide repeat of succinyl-transferase	included
PF18776.4	Hexapep_loop	Hexapeptide repeat including loop	
PF15313.9	HEXIM	Hexamethylene bis-acetamide-inducible protein	not_in_edm
PF00349.24	Hexokinase_1	Hexokinase	included
PF03727.19	Hexokinase_2	Hexokinase	included
PF03559.17	Hexose_dehydrat	NDP-hexose 2,3-dehydratase	included
PF02455.19	Hex_IIIa	Hexon-associated protein (IIIa)	not_in_edm
PF05345.15	He_PIG	Putative Ig domain	auto_discard
PF12221.11	HflK_N	Bacterial membrane protein N terminal	not_in_edm
PF19275.2	HflX_C	HflX C-terminal domain	
PF17209.6	Hfq	Hfq protein	not_in_edm
PF18287.4	Hfx_Cass5	Integron Cassette Protein Hfx_Cass5	
PF15666.8	HGAL	Germinal center-associated lymphoma	not_in_edm
PF06050.16	HGD-D	2-hydroxyglutaryl-CoA dehydratase, D-component	included
PF14702.9	hGDE_central	Central domain of human glycogen debranching enzyme	not_in_edm
PF14699.9	hGDE_N	N-terminal domain from the human glycogen debranching enzyme	included
PF04209.16	HgmA_C	Homogentisate 1,2-dioxygenase C-terminal	included
PF20510.1	HgmA_N	Homogentisate 1,2-dioxygenase N-terminal	
PF07786.15	HGSNAT_cat	Heparan-alpha-glucosaminide N-acetyltransferase, catalytic	included
PF03129.23	HGTP_anticodon	Anticodon binding domain	auto_discard
PF12745.10	HGTP_anticodon2	Anticodon binding domain of tRNAs	not_in_edm
PF03578.18	HGWP	HGWP repeat	not_in_edm
PF05321.14	HHA	Haemolysin expression modulating protein	not_in_edm
PF00633.26	HHH	Helix-hairpin-helix motif	not_in_edm
PF00730.28	HhH-GPD	HhH-GPD superfamily base excision DNA repair protein	auto_discard
PF12826.10	HHH_2	Helix-hairpin-helix motif	not_in_edm
PF12836.10	HHH_3	Helix-hairpin-helix motif	not_in_edm
PF14490.9	HHH_4	Helix-hairpin-helix containing domain	manual_discard
PF14520.9	HHH_5	Helix-hairpin-helix domain	not_in_edm
PF14579.9	HHH_6	Helix-hairpin-helix motif	auto_discard
PF14635.9	HHH_7	Helix-hairpin-helix motif	not_in_edm
PF14716.9	HHH_8	Helix-hairpin-helix domain	not_in_edm
PF17674.4	HHH_9	HHH domain	
PF20133.2	HHL1-like	Protein HHL1-like	
PF16852.8	HHV-1_VABD	Herpes viral adaptor-to-host cellular mRNA binding domain	not_in_edm
PF17087.8	HHV-5_US34A	Herpesvirus US34A protein family	not_in_edm
PF03753.16	HHV6-IE	Human herpesvirus 6 immediate early protein	not_in_edm
PF01085.21	HH_signal	Hedgehog amino-terminal signalling domain	not_in_edm
PF03486.17	HI0933_like	HI0933-like protein	included
PF15403.9	HiaBD2	HiaBD2_N domain of Trimeric autotransporter adhesin (GIN)	not_in_edm
PF07927.15	HicA_toxin	HicA toxin of bacterial toxin-antitoxin,	not_in_edm
PF05534.15	HicB	HicB family	not_in_edm
PF15970.8	HicB-like_2	HicB_like antitoxin of bacterial toxin-antitoxin system	not_in_edm
PF15919.8	HicB_lk_antitox	HicB_like antitoxin of bacterial toxin-antitoxin system	not_in_edm
PF12722.10	Hid1	High-temperature-induced dauer-formation protein	not_in_edm
PF11413.11	HIF-1	Hypoxia-inducible factor-1	not_in_edm
PF08778.13	HIF-1a_CTAD	HIF-1 alpha C terminal transactivation domain	not_in_edm
PF05015.16	HigB-like_toxin	RelE-like toxin of type II toxin-antitoxin system HigB	not_in_edm
PF09907.12	HigB_toxin	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system	not_in_edm
PF05636.14	HIGH_NTase1	HIGH Nucleotidyl Transferase	not_in_edm
PF16581.8	HIGH_NTase1_ass	Cytidyltransferase-related C-terminal region	not_in_edm
PF04588.16	HIG_1_N	Hypoxia induced protein conserved region	not_in_edm
PF15220.9	HILPDA	Hypoxia-inducible lipid droplet-associated	not_in_edm
PF08732.13	HIM1	HIM1	not_in_edm
PF02760.18	HIN	HIN-200/IF120x domain	not_in_edm
PF19252.2	HIND	HIND motif	
PF01079.23	Hint	Hint module	not_in_edm
PF13403.9	Hint_2	Hint domain	not_in_edm
PF16515.8	HIP1_clath_bdg	Clathrin-binding domain of Huntingtin-interacting protein 1	not_in_edm
PF20613.1	HipA_2	HipA-like kinase	
PF07804.15	HipA_C	HipA-like C-terminal domain	not_in_edm
PF01355.20	HIPIP	High potential iron-sulfur protein	not_in_edm
PF18253.4	HipN	Hsp70-interacting protein N N-terminal domain	
PF07569.14	Hira	TUP1-like enhancer of split	not_in_edm
PF08797.14	HIRAN	HIRAN domain	manual_discard
PF09453.13	HIRA_B	HIRA B motif	not_in_edm
PF00713.20	Hirudin	Hirudin	not_in_edm
PF01634.21	HisG	ATP phosphoribosyltransferase	included
PF08029.14	HisG_C	HisG, C-terminal domain	included
PF20302.1	HisK-N-like	HisK-N-like globin domain of the ASK signalosome	
PF00512.28	HisKA	His Kinase A (phospho-acceptor) domain	manual_discard
PF07568.15	HisKA_2	Histidine kinase	auto_discard
PF07730.16	HisKA_3	Histidine kinase	auto_discard
PF16926.8	HisKA_4TM	Archaeal 4TM region of histidine kinase	not_in_edm
PF16927.8	HisKA_7TM	N-terminal 7TM region of histidine kinase	not_in_edm
PF09385.13	HisK_N	Histidine kinase N terminal	not_in_edm
PF18698.4	HisK_sensor	Histidine kinase sensor domain	
PF00815.23	Histidinol_dh	Histidinol dehydrogenase	included
PF00125.27	Histone	Core histone H2A/H2B/H3/H4	not_in_edm
PF16211.8	Histone_H2A_C	C-terminus of histone H2A	not_in_edm
PF00816.24	Histone_HNS	H-NS histone family	not_in_edm
PF00850.22	Hist_deacetyl	Histone deacetylase domain	auto_discard
PF10529.12	Hist_rich_Ca-bd	Histidine-rich Calcium-binding repeat region	not_in_edm
PF02098.19	His_binding	Tick histamine binding protein	not_in_edm
PF00977.24	His_biosynth	Histidine biosynthesis protein	included
PF06580.16	His_kinase	Histidine kinase	auto_discard
PF08047.14	His_leader	Histidine operon leader peptide	not_in_edm
PF18275.4	His_Me_b4a2	His-Me finger endonuclease beta4-alpha2 domain	
PF00300.25	His_Phos_1	Histidine phosphatase superfamily (branch 1)	included
PF00328.25	His_Phos_2	Histidine phosphatase superfamily (branch 2)	included
PF01230.26	HIT	HIT domain	included
PF18268.4	Hit1_C	Hit1 C-terminal	
PF01870.21	Hjc	Archaeal holliday junction resolvase (hjc)	not_in_bgc
PF12347.11	HJURP_C	Holliday junction regulator protein family C-terminal repeat	not_in_edm
PF12346.11	HJURP_mid	Holliday junction recognition protein-associated repeat	not_in_edm
PF02110.18	HK	Hydroxyethylthiazole kinase family	included
PF04883.15	HK97-gp10_like	Bacteriophage HK97-gp10, putative tail-component	not_in_edm
PF18415.4	HKR_ArcB_TM	Histidine kinase receptor ArcB trans-membrane domain	
PF16750.8	HK_sensor	Sensor domain of 2-component histidine kinase	not_in_edm
PF00010.29	HLH	Helix-loop-helix DNA-binding domain	auto_discard
PF02794.19	HlyC	RTX toxin acyltransferase family	not_in_edm
PF12700.10	HlyD_2	HlyD family secretion protein	not_in_edm
PF13437.9	HlyD_3	HlyD family secretion protein	not_in_edm
PF16576.8	HlyD_D23	Barrel-sandwich domain of CusB or HlyD membrane-fusion	not_in_edm
PF16572.8	HlyD_D4	Long alpha hairpin domain of cation efflux system protein, CusB	not_in_edm
PF06109.16	HlyE	Haemolysin E (HlyE)	not_in_edm
PF03006.23	HlyIII	Haemolysin-III related	not_in_edm
PF10115.12	HlyU	Transcriptional activator HlyU	not_in_edm
PF00403.29	HMA	Heavy-metal-associated domain	included
PF19991.2	HMA_2	Heavy metal associated domain 2	
PF19335.2	HMBD	Heavy metal binding domain	
PF03201.19	HMD	H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenase	not_in_bgc
PF00368.21	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase	included
PF01101.21	HMG14_17	HMG14 and HMG17	not_in_edm
PF00682.22	HMGL-like	HMGL-like	included
PF00505.22	HMG_box	HMG (high mobility group) box	manual_discard
PF09011.13	HMG_box_2	HMG-box domain	not_in_edm
PF14887.9	HMG_box_5	HMG (high mobility group) box 5	not_in_edm
PF08540.13	HMG_CoA_synt_C	Hydroxymethylglutaryl-coenzyme A synthase C terminal	included
PF01154.20	HMG_CoA_synt_N	Hydroxymethylglutaryl-coenzyme A synthase N terminal	included
PF15908.8	HMMR_C	Hyaluronan mediated motility receptor C-terminal	not_in_edm
PF15905.8	HMMR_N	Hyaluronan mediated motility receptor N-terminal	not_in_edm
PF14064.9	HmuY	HmuY protein	not_in_edm
PF18071.4	HMW1C_N	HMW1C N-terminal	
PF18254.4	HMw1_D2	HMW1 domain 2	
PF13879.9	Hmw_CFAP97	Hemingway/CFA97	not_in_edm
PF00423.22	HN	Haemagglutinin-neuraminidase	not_in_bgc
PF04813.15	HNF-1A_C	Hepatocyte nuclear factor 1 (HNF-1), alpha isoform C terminus	not_in_edm
PF04812.16	HNF-1B_C	Hepatocyte nuclear factor 1 (HNF-1), beta isoform C terminus	not_in_edm
PF04814.16	HNF-1_N	Hepatocyte nuclear factor 1 (HNF-1), N terminus	not_in_edm
PF09354.13	HNF_C	HNF3 C-terminal domain	not_in_edm
PF01844.26	HNH	HNH endonuclease	auto_discard
PF16784.8	HNHc_6	Putative HNHc nuclease	not_in_edm
PF13391.9	HNH_2	HNH endonuclease	auto_discard
PF13392.9	HNH_3	HNH endonuclease	not_in_edm
PF13395.9	HNH_4	HNH endonuclease	not_in_edm
PF14279.9	HNH_5	HNH endonuclease	not_in_edm
PF18780.4	HNH_repeat	Homing endonuclease associated repeat	
PF12196.11	hNIFK_binding	FHA Ki67 binding domain of hNIFK	not_in_edm
PF07700.18	HNOB	Haem-NO-binding	included
PF07701.17	HNOBA	Heme NO binding associated	not_in_bgc
PF11627.11	HnRNPA1	Nuclear factor hnRNPA1	not_in_edm
PF11532.11	HnRNP_M_NLS	HnRNP M nuclear localisation signal	not_in_edm
PF18360.4	hnRNP_Q_AcD	Heterogeneous nuclear ribonucleoprotein Q acidic domain	
PF14515.9	HOASN	Haem-oxygenase-associated N-terminal helices	not_in_edm
PF17664.4	HOATZ-like	Cilia- and flagella-associated protein HOATZ-like	
PF12163.11	HobA	DNA replication regulator	not_in_edm
PF17943.4	HOCHOB	Homeobox-cysteine loop-homeobox	
PF10748.12	HofP	DNA utilization proteins HofP	not_in_edm
PF16678.8	HOIP-UBA	HOIP UBA domain pair	not_in_edm
PF01848.19	HOK_GEF	Hok/gef family	not_in_edm
PF13272.9	Holin_2-3	Putative 2/3 transmembrane domain holin	not_in_edm
PF16936.8	Holin_9	Putative holin	not_in_edm
PF10960.11	Holin_BhlA	BhlA holin family	not_in_edm
PF05102.15	Holin_BlyA	holin, BlyA family	not_in_edm
PF04688.16	Holin_SPP1	SPP1 phage holin	not_in_edm
PF16935.8	Hol_Tox	Putative Holin-like Toxin (Hol-Tox)	not_in_edm
PF05920.14	Homeobox_KN	Homeobox KN domain	not_in_edm
PF00046.32	Homeodomain	Homeodomain	manual_discard
PF11569.11	Homez	Homeodomain leucine-zipper encoding, Homez	not_in_edm
PF00742.22	Homoserine_dh	Homoserine dehydrogenase	included
PF05204.17	Hom_end	Homing endonuclease	not_in_edm
PF05203.19	Hom_end_hint	Hom_end-associated Hint	not_in_edm
PF05622.15	HOOK	HOOK protein coiled-coil region	not_in_edm
PF19047.3	HOOK_N	HOOK domain	
PF17914.4	HopA1	HopA1 effector protein family	
PF08888.14	HopJ	HopJ type III effector protein	not_in_edm
PF15457.9	HopW1-1	Type III T3SS secreted effector HopW1-1/HopPmaA	not_in_edm
PF02301.21	HORMA	HORMA domain	not_in_edm
PF00103.23	Hormone_1	Somatotropin hormone family	not_in_edm
PF00123.23	Hormone_2	Peptide hormone	not_in_edm
PF00159.21	Hormone_3	Pancreatic hormone peptide	not_in_edm
PF00220.20	Hormone_4	Neurohypophysial hormones, N-terminal Domain	not_in_edm
PF00184.20	Hormone_5	Neurohypophysial hormones, C-terminal Domain	not_in_edm
PF00236.21	Hormone_6	Glycoprotein hormone	not_in_edm
PF00104.33	Hormone_recep	Ligand-binding domain of nuclear hormone receptor	not_in_edm
PF10116.12	Host_attach	Protein required for attachment to host cells	not_in_edm
PF04617.16	Hox9_act	Hox9 activation region	not_in_edm
PF12284.11	HoxA13_N	Hox protein A13 N terminal	not_in_edm
PF18618.4	HP0268	HP0268	
PF18472.4	HP1451_C	HP1451 C-terminal domain	
PF03241.16	HpaB	4-hydroxyphenylacetate 3-hydroxylase C terminal	included
PF11794.11	HpaB_N	4-hydroxyphenylacetate 3-hydroxylase N terminal	included
PF09483.13	HpaP	Type III secretion protein (HpaP)	not_in_edm
PF03328.17	HpcH_HpaI	HpcH/HpaI aldolase/citrate lyase family	included
PF05044.15	HPD	Homeo-prospero domain	not_in_edm
PF13694.9	Hph	Sec63/Sec62 complex-interacting family	not_in_edm
PF14925.9	HPHLAWLY	Domain of unknown function	not_in_edm
PF13323.9	HPIH	N-terminal domain with HPIH motif	included
PF15226.9	HPIP	HCF-1 beta-propeller-interacting protein family	not_in_edm
PF18524.4	HPIP_like	High potential iron-sulfur protein like	
PF04982.16	HPP	HPP family	not_in_edm
PF01288.23	HPPK	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	included
PF07456.14	Hpre_diP_synt_I	Heptaprenyl diphosphate synthase component I	not_in_edm
PF07475.15	Hpr_kinase_C	HPr Serine kinase C-terminal domain	not_in_edm
PF02603.19	Hpr_kinase_N	HPr Serine kinase N terminus	not_in_edm
PF14763.9	HPS3_C	Hermansky-Pudlak syndrome 3, C-terminal	not_in_edm
PF14762.9	HPS3_Mid	Hermansky-Pudlak syndrome 3, middle region	not_in_edm
PF14761.9	HPS3_N	Hermansky-Pudlak syndrome 3	not_in_edm
PF15702.8	HPS6	Hermansky-Pudlak syndrome 6 protein N-terminal domain	not_in_edm
PF20468.1	HPS6_C	Hermansky-Pudlak syndrome 6 protein C-terminal domain	
PF01627.26	Hpt	Hpt domain	included
PF10090.12	HPTransfase	Histidine phosphotransferase C-terminal domain	not_in_edm
PF16960.8	HpuA	Haemoglobin-haptoglobin utilisation, porphyrin transporter	not_in_edm
PF01856.20	HP_OMP	Helicobacter outer membrane protein	not_in_edm
PF02521.17	HP_OMP_2	Putative outer membrane protein	not_in_edm
PF02185.19	HR1	Hr1 repeat	included
PF01628.24	HrcA	HrcA protein C terminal domain	not_in_edm
PF03444.18	HrcA_DNA-bdg	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	not_in_edm
PF15758.8	HRCT1	Histidine-rich carboxyl terminus protein 1	not_in_edm
PF00570.26	HRDC	HRDC domain	auto_discard
PF16954.8	HRG	Haem-transporter, endosomal/lysosomal, haem-responsive gene	not_in_edm
PF16815.8	HRI1	Protein HRI1	not_in_edm
PF02793.25	HRM	Hormone receptor domain	not_in_edm
PF15072.9	HROB	Homologous recombination OB-fold protein	not_in_edm
PF09589.13	HrpA_pilin	HrpA pilus formation protein	not_in_edm
PF09613.13	HrpB1_HrpK	Bacterial type III secretion protein (HrpB1_HrpK)	not_in_edm
PF09487.13	HrpB2	Bacterial type III secretion protein (HrpB2)	not_in_edm
PF09502.13	HrpB4	Bacterial type III secretion protein (HrpB4)	not_in_edm
PF09486.13	HrpB7	Bacterial type III secretion protein (HrpB7)	not_in_edm
PF08482.13	HrpB_C	ATP-dependent helicase C-terminal	not_in_edm
PF06188.15	HrpE	HrpE/YscL/FliH and V-type ATPase subunit E	not_in_edm
PF06266.15	HrpF	HrpF protein	not_in_edm
PF07201.14	HrpJ	HrpJ-like domain	not_in_edm
PF12210.11	Hrs_helical	Hepatocyte growth factor-regulated tyrosine kinase substrate	not_in_edm
PF13933.9	HRXXH	Putative peptidase family	not_in_edm
PF05514.14	HR_lesion	HR-like lesion-inducing	not_in_edm
PF07014.15	Hs1pro-1_C	Hs1pro-1 protein C-terminus	not_in_edm
PF07231.15	Hs1pro-1_N	Hs1pro-1 N-terminus	not_in_edm
PF02218.18	HS1_rep	Repeat in HS1/Cortactin	not_in_edm
PF07529.16	HSA	HSA domain	manual_discard
PF12456.11	hSac2	Inositol phosphatase	not_in_edm
PF12296.11	HsbA	Hydrophobic surface binding protein A	not_in_edm
PF06825.15	HSBP1	Heat shock factor binding protein 1	not_in_edm
PF18256.4	HscB_4_cys	Co-chaperone HscB tetracysteine metal binding motif	
PF07743.16	HSCB_C	HSCB C-terminal oligomerisation domain	not_in_edm
PF15244.9	HSD3	Spermatogenesis-associated protein 7, or HSD3	not_in_edm
PF12161.11	HsdM_N	HsdM N-terminal domain	included
PF04313.17	HSDR_N	Type I restriction enzyme R protein N terminus (HSDR_N)	auto_discard
PF13588.9	HSDR_N_2	Type I restriction enzyme R protein N terminus (HSDR_N)	not_in_edm
PF00447.20	HSF_DNA-bind	HSF-type DNA-binding	not_in_edm
PF14603.9	hSH3	Helically-extended SH3 domain	not_in_edm
PF06350.15	HSL_N	Hormone-sensitive lipase (HSL) N-terminus	not_in_bgc
PF18794.4	HSM3_C	DNA mismatch repair protein HSM3, C terminal domain	
PF18795.4	HSM3_N	DNA mismatch repair protein HSM3, N terminal domain	
PF12062.11	HSNSD	heparan sulfate-N-deacetylase	not_in_bgc
PF00011.24	HSP20	Hsp20/alpha crystallin family	not_in_edm
PF01430.22	HSP33	Hsp33 protein	not_in_edm
PF00012.23	HSP70	Hsp70 protein	auto_discard
PF00183.21	HSP90	Hsp90 protein	auto_discard
PF04119.15	HSP9_HSP12	Heat shock protein 9/12	not_in_edm
PF03172.16	HSR	HSR domain	not_in_edm
PF12149.11	HSV_VP16_C	Herpes simplex virus virion protein 16 C terminal	not_in_edm
PF04213.16	HtaA	Htaa	not_in_edm
PF11534.11	HTHP	Hexameric tyrosine-coordinated heme protein (HTHP)	not_in_edm
PF00126.30	HTH_1	Bacterial regulatory helix-turn-helix protein, lysR family	not_in_edm
PF04967.15	HTH_10	HTH DNA binding domain	not_in_edm
PF08279.15	HTH_11	HTH domain	auto_discard
PF08461.13	HTH_12	Ribonuclease R winged-helix domain	auto_discard
PF11972.11	HTH_13	HTH DNA binding domain	not_in_edm
PF12324.11	HTH_15	Helix-turn-helix domain of alkylmercury lyase	not_in_bgc
PF12645.10	HTH_16	Helix-turn-helix domain	not_in_edm
PF12728.10	HTH_17	Helix-turn-helix domain	not_in_edm
PF12833.10	HTH_18	Helix-turn-helix domain	auto_discard
PF12844.10	HTH_19	Helix-turn-helix domain	not_in_edm
PF12840.10	HTH_20	Helix-turn-helix domain	not_in_edm
PF13276.9	HTH_21	HTH-like domain	not_in_edm
PF13309.9	HTH_22	HTH domain	not_in_edm
PF13384.9	HTH_23	Homeodomain-like domain	not_in_edm
PF13412.9	HTH_24	Winged helix-turn-helix DNA-binding	auto_discard
PF13413.9	HTH_25	Helix-turn-helix domain	not_in_edm
PF13443.9	HTH_26	Cro/C1-type HTH DNA-binding domain	auto_discard
PF13463.9	HTH_27	Winged helix DNA-binding domain	auto_discard
PF13518.9	HTH_28	Helix-turn-helix domain	not_in_edm
PF13551.9	HTH_29	Winged helix-turn helix	not_in_edm
PF01381.25	HTH_3	Helix-turn-helix	auto_discard
PF13556.9	HTH_30	PucR C-terminal helix-turn-helix domain	not_in_edm
PF13560.9	HTH_31	Helix-turn-helix domain	not_in_edm
PF13565.9	HTH_32	Homeodomain-like domain	not_in_edm
PF13592.9	HTH_33	Winged helix-turn helix	not_in_edm
PF13601.9	HTH_34	Winged helix DNA-binding domain	not_in_edm
PF13693.9	HTH_35	Winged helix-turn-helix DNA-binding	not_in_edm
PF13730.9	HTH_36	Helix-turn-helix domain	not_in_edm
PF13744.9	HTH_37	Helix-turn-helix domain	not_in_edm
PF13936.9	HTH_38	Helix-turn-helix domain	not_in_edm
PF14090.9	HTH_39	Helix-turn-helix domain	not_in_edm
PF14493.9	HTH_40	Helix-turn-helix domain	not_in_edm
PF14502.9	HTH_41	Helix-turn-helix domain	not_in_edm
PF06224.15	HTH_42	Winged helix DNA-binding domain	not_in_edm
PF09904.12	HTH_43	Winged helix-turn helix	not_in_edm
PF14641.9	HTH_44	Helix-turn-helix DNA-binding domain of SPT6	not_in_edm
PF14947.9	HTH_45	Winged helix-turn-helix	not_in_edm
PF15977.8	HTH_46	Winged helix-turn-helix DNA binding	not_in_edm
PF16221.8	HTH_47	winged helix-turn-helix	not_in_edm
PF17906.4	HTH_48	HTH domain in Mos1 transposase	
PF18010.4	HTH_49	Cry35Ab1 HTH C-terminal domain	
PF01022.23	HTH_5	Bacterial regulatory protein, arsR family	not_in_edm
PF18024.4	HTH_50	Helix-turn-helix domain	
PF18558.4	HTH_51	Helix-turn-helix domain	
PF18576.4	HTH_52	Helix-turn-helix domain	
PF18606.4	HTH_53	Zap helix turn helix N-terminal domain	
PF18607.4	HTH_54	ParA helix turn helix domain	
PF18622.4	HTH_55	RctB helix turn helix domain	
PF18662.4	HTH_56	Cch helix turn helix domain	
PF18679.4	HTH_57	ThcOx helix turn helix domain	
PF19575.2	HTH_58	Helix-turn-helix domain	
PF20038.2	HTH_59	Helix-turn-helix domain	
PF01418.20	HTH_6	Helix-turn-helix domain, rpiR family	auto_discard
PF20317.1	HTH_60	Helix-turn-helix domain	
PF20470.1	HTH_61	Helix-turn-helix domain	
PF20552.1	HTH_62	Recombinase-like helix-turn-helix domain	
PF20575.1	HTH_63	Helix-turn-helix domain	
PF02796.18	HTH_7	Helix-turn-helix domain of resolvase	not_in_edm
PF02954.22	HTH_8	Bacterial regulatory protein, Fis family	auto_discard
PF08221.14	HTH_9	RNA polymerase III subunit RPC82 helix-turn-helix domain	not_in_edm
PF18107.4	HTH_ABP1_N	Fission yeast centromere protein N-terminal domain	
PF00165.26	HTH_AraC	Bacterial regulatory helix-turn-helix proteins, AraC family	auto_discard
PF13404.9	HTH_AsnC-type	AsnC-type helix-turn-helix domain	not_in_edm
PF08222.14	HTH_CodY	CodY helix-turn-helix domain	not_in_edm
PF13545.9	HTH_Crp_2	Crp-like helix-turn-helix domain	not_in_edm
PF08220.15	HTH_DeoR	DeoR-like helix-turn-helix domain	not_in_edm
PF09339.13	HTH_IclR	IclR helix-turn-helix domain	not_in_edm
PF08280.14	HTH_Mga	M protein trans-acting positive regulator (MGA) HTH domain	not_in_edm
PF17007.8	HTH_micro	HTH-like	not_in_edm
PF12323.11	HTH_OrfB_IS605	Helix-turn-helix domain	auto_discard
PF19187.3	HTH_PafC	PafC helix-turn-helix domain	
PF17762.4	HTH_ParB	HTH domain found in ParB protein	
PF05225.19	HTH_psq	helix-turn-helix, Psq domain	not_in_edm
PF18580.4	HTH_SUN2	SUN2 helix-turn-helix domain	
PF01527.23	HTH_Tnp_1	Transposase	not_in_edm
