Acc	Name	Desc	Status
PF10742.8	DUF2555	Protein of unknown function (DUF2555)	not_in_edm
PF10743.8	Phage_Cox	Regulatory phage protein cox	not_in_edm
PF10744.8	Med1	Mediator of RNA polymerase II transcription subunit 1	not_in_edm
PF10745.8	DUF2530	Protein of unknown function (DUF2530)	not_in_edm
PF10746.8	Phage_holin_2_2	Phage holin T7 family, holin superfamily II	not_in_edm
PF10747.8	SirA	Sporulation inhibitor of replication protein SirA	not_in_edm
PF10748.8	DUF2531	Protein of unknown function (DUF2531)	not_in_edm
PF10749.8	DUF2534	Protein of unknown function (DUF2534)	not_in_edm
PF10750.8	DUF2536	Protein of unknown function (DUF2536)	not_in_edm
PF10751.8	DUF2535	Protein of unknown function (DUF2535)	not_in_edm
PF10752.8	DUF2533	Protein of unknown function (DUF2533)	not_in_edm
PF10753.8	Toxin_GhoT_OrtT	Toxin GhoT_OrtT	not_in_edm
PF10754.8	DUF2569	Protein of unknown function (DUF2569)	not_in_edm
PF10755.8	DUF2585	Protein of unknown function (DUF2585)	not_in_edm
PF10756.8	bPH_6	Bacterial PH domain	not_in_edm
PF10757.8	YbaJ	Biofilm formation regulator YbaJ	not_in_edm
PF10758.8	DUF2586	Protein of unknown function (DUF2586)	not_in_edm
PF10759.8	DUF2587	Protein of unknown function (DUF2587)	not_in_edm
PF10761.8	DUF2590	Protein of unknown function (DUF2590)	not_in_edm
PF10762.8	DUF2583	Protein of unknown function (DUF2583)	not_in_edm
PF10763.8	DUF2584	Protein of unknown function (DUF2584)	not_in_edm
PF10764.8	Gin	Inhibitor of sigma-G Gin	not_in_edm
PF10765.8	DUF2591	Protein of unknown function (DUF2591)	not_in_edm
PF10766.8	AcrZ	Multidrug efflux pump-associated protein AcrZ	not_in_edm
PF10767.8	DUF2593	Protein of unknown function (DUF2593)	not_in_edm
PF10768.8	FliX	Class II flagellar assembly regulator	not_in_edm
PF10769.8	DUF2594	Protein of unknown function (DUF2594)	not_in_edm
PF10771.8	DUF2582	Winged helix-turn-helix domain (DUF2582)	not_in_edm
PF10772.8	DUF2597	Protein of unknown function (DUF2597)	not_in_edm
PF10774.8	DUF4226	Domain of unknown function (DUF4226)	not_in_edm
PF10775.8	ATP_sub_h	ATP synthase complex subunit h	not_in_edm
PF10776.8	DUF2600	Protein of unknown function (DUF2600)	manual_discard
PF10777.8	YlaC	Inner membrane protein YlaC	not_in_edm
PF10778.8	DehI	Halocarboxylic acid dehydrogenase DehI	included
PF10779.8	XhlA	Haemolysin XhlA	not_in_edm
PF10780.8	MRP_L53	39S ribosomal protein L53/MRP-L53	not_in_edm
PF10781.8	DSRB	Dextransucrase DSRB	not_in_edm
PF10782.8	zf-C2HCIx2C	Zinc-finger	not_in_edm
PF10783.8	DUF2599	Protein of unknown function (DUF2599)	not_in_edm
PF10784.8	Plasmid_stab_B	Plasmid stability protein	not_in_edm
PF10785.8	NADH-u_ox-rdase	NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit	included
PF10786.8	G6PD_bact	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	not_in_edm
PF10787.8	YfmQ	Uncharacterised protein from bacillus cereus group	not_in_edm
PF10788.8	DUF2603	Protein of unknown function (DUF2603)	not_in_edm
PF10789.8	Phage_RpbA	Phage RNA polymerase binding, RpbA	not_in_edm
PF10790.8	DUF2604	Protein of Unknown function (DUF2604)	not_in_edm
PF10791.8	F1F0-ATPsyn_F	Mitochondrial F1-F0 ATP synthase subunit F of fungi	not_in_edm
PF10792.8	DUF2605	Protein of unknown function (DUF2605)	not_in_edm
PF10793.8	Gloverin	Gloverin-like protein	not_in_edm
PF10794.8	DUF2606	Protein of unknown function (DUF2606)	not_in_edm
PF10795.8	DUF2607	Protein of unknown function (DUF2607)	not_in_edm
PF10796.8	Anti-adapt_IraP	Sigma-S stabilisation anti-adaptor protein	not_in_edm
PF10797.8	YhfT	Protein of unknown function	not_in_edm
PF10798.7	YmgB	Biofilm development protein YmgB/AriR	not_in_edm
PF10799.7	YliH	Biofilm formation protein (YliH/bssR)	not_in_edm
PF10800.7	DUF2528	Protein of unknown function (DUF2528)	not_in_edm
PF10801.7	DUF2537	Protein of unknown function (DUF2537)	not_in_edm
PF10802.7	DUF2540	Protein of unknown function (DUF2540)	not_in_edm
PF10803.7	GerPB	Spore germination GerPB	not_in_edm
PF10804.7	DUF2538	Protein of unknown function (DUF2538)	not_in_edm
PF10805.7	DUF2730	Protein of unknown function (DUF2730)	not_in_edm
PF10806.7	SAM35	SAM35, subunit of SAM coomplex	not_in_edm
PF10807.7	DUF2541	Protein of unknown function (DUF2541)	not_in_edm
PF10808.7	DUF2542	Protein of unknown function (DUF2542)	not_in_edm
PF10809.7	DUF2732	Protein of unknown function (DUF2732)	not_in_edm
PF10810.7	DUF2545	Protein of unknown function (DUF2545)	not_in_edm
PF10811.7	DUF2532	Protein of unknown function (DUF2532)	not_in_edm
PF10812.7	DUF2561	Protein of unknown function (DUF2561)	not_in_edm
PF10813.7	DUF2733	Protein of unknown function (DUF2733)	not_in_edm
PF10814.7	CwsA	Cell wall synthesis protein CwsA	not_in_edm
PF10815.7	ComZ	ComZ	not_in_edm
PF10816.7	DUF2760	Domain of unknown function (DUF2760)	not_in_edm
PF10817.7	DUF2563	Protein of unknown function (DUF2563)	not_in_edm
PF10818.7	DUF2547	Protein of unknown function (DUF2547)	not_in_edm
PF10819.7	DUF2564	Protein of unknown function (DUF2564)	not_in_edm
PF10820.7	DUF2543	Protein of unknown function (DUF2543)	not_in_edm
PF10821.7	DUF2567	Protein of unknown function (DUF2567)	not_in_edm
PF10823.7	DUF2568	Protein of unknown function (DUF2568)	not_in_edm
PF10824.7	T7SS_ESX_EspC	Excreted virulence factor EspC, type VII ESX diderm	not_in_edm
PF10825.7	DUF2752	Protein of unknown function (DUF2752)	not_in_edm
PF10826.7	DUF2551	Protein of unknown function (DUF2551)	not_in_edm
PF10827.7	DUF2552	Protein of unknown function (DUF2552)	not_in_edm
PF10828.7	DUF2570	Protein of unknown function (DUF2570)	not_in_edm
PF10829.7	DUF2554	Protein of unknown function (DUF2554)	not_in_edm
PF10830.7	DUF2553	Protein of unknown function (DUF2553)	not_in_edm
PF10831.7	DUF2556	Protein of unknown function (DUF2556)	not_in_edm
PF10832.7	DUF2559	Protein of unknown function (DUF2559)	not_in_edm
PF10833.7	DUF2572	Protein of unknown function (DUF2572)	not_in_edm
PF10834.7	DUF2560	Protein of unknown function (DUF2560)	not_in_edm
PF10835.7	DUF2573	Protein of unknown function (DUF2573)	not_in_edm
PF10836.7	DUF2574	Protein of unknown function (DUF2574)	not_in_edm
PF10837.7	DUF2575	Protein of unknown function (DUF2575)	not_in_edm
PF10838.7	DUF2677	Protein of unknown function (DUF2677)	not_in_edm
PF10839.7	DUF2647	Protein of unknown function (DUF2647)	not_in_edm
PF10840.7	DUF2645	Protein of unknown function (DUF2645)	not_in_edm
PF10841.7	DUF2644	Protein of unknown function (DUF2644)	not_in_edm
PF10842.7	DUF2642	Protein of unknown function (DUF2642)	not_in_edm
PF10843.7	RGI1	Respiratory growth induced protein 1	not_in_edm
PF10844.7	DUF2577	Protein of unknown function (DUF2577)	not_in_edm
PF10845.7	DUF2576	Protein of unknown function (DUF2576)	not_in_edm
PF10846.7	DUF2722	Protein of unknown function (DUF2722)	not_in_edm
PF10847.7	DUF2656	Protein of unknown function (DUF2656)	not_in_edm
PF10848.7	DUF2655	Protein of unknown function (DUF2655)	not_in_edm
PF10849.7	DUF2654	Protein of unknown function (DUF2654)	not_in_edm
PF10850.7	DUF2653	Protein of unknown function (DUF2653)	not_in_edm
PF10851.7	DUF2652	Protein of unknown function (DUF2652)	not_in_edm
PF10852.7	DUF2651	Protein of unknown function (DUF2651)	not_in_edm
PF10853.7	DUF2650	Protein of unknown function (DUF2650)	not_in_edm
PF10854.7	DUF2649	Protein of unknown function (DUF2649)	not_in_edm
PF10855.7	DUF2648	Protein of unknown function (DUF2648)	not_in_edm
PF10856.7	DUF2678	Protein of unknown function (DUF2678)	not_in_edm
PF10857.7	DUF2701	Protein of unknown function (DUF2701)	not_in_edm
PF10858.7	DUF2659	Protein of unknown function (DUF2659)	not_in_edm
PF10859.7	DUF2660	Protein of unknown function (DUF2660)	not_in_edm
PF10860.7	DUF2661	Protein of unknown function (DUF2661)	not_in_edm
PF10861.7	DUF2784	Protein of Unknown function (DUF2784)	not_in_edm
PF10862.7	FcoT	FcoT-like thioesterase domain	not_in_edm
PF10863.7	NOP19	Nucleolar protein 19	not_in_edm
PF10864.7	DUF2663	Protein of unknown function (DUF2663)	not_in_edm
PF10865.7	DUF2703	Domain of unknown function (DUF2703)	not_in_edm
PF10866.7	DUF2704	Protein of unknown function (DUF2704)	not_in_edm
PF10867.7	DUF2664	Protein of unknown function (DUF2664)	not_in_edm
PF10868.7	Defensin_like	Cysteine-rich antifungal protein 2, defensin-like	not_in_edm
PF10869.7	DUF2666	Protein of unknown function (DUF2666)	not_in_edm
PF10870.7	DUF2729	Protein of unknown function (DUF2729)	not_in_edm
PF10871.7	DUF2748	Protein of unknown function (DUF2748)	not_in_edm
PF10872.7	DUF2740	Protein of unknown function (DUF2740)	not_in_edm
PF10873.7	CYYR1	Cysteine and tyrosine-rich protein 1	not_in_edm
PF10874.7	DUF2746	Protein of unknown function (DUF2746)	not_in_edm
PF10875.7	DUF2670	Protein of unknown function (DUF2670)	not_in_edm
PF10876.7	Phage_TAC_9	Phage tail assemb.y chaperone protein, TAC	not_in_edm
PF10877.7	DUF2671	Protein of unknown function (DUF2671)	not_in_edm
PF10878.7	DUF2672	Protein of unknown function (DUF2672)	not_in_edm
PF10879.7	DUF2674	Protein of unknown function (DUF2674)	not_in_edm
PF10880.7	DUF2673	Protein of unknown function (DUF2673)	not_in_edm
PF10881.7	DUF2726	Protein of unknown function (DUF2726)	not_in_edm
PF10882.7	bPH_5	Bacterial PH domain	not_in_edm
PF10883.7	DUF2681	Protein of unknown function (DUF2681)	not_in_edm
PF10884.7	DUF2683	Protein of unknown function (DUF2683)	not_in_edm
PF10885.7	DUF2684	Protein of unknown function (DUF2684)	not_in_edm
PF10886.7	DUF2685	Protein of unknown function (DUF2685)	not_in_edm
PF10887.7	DUF2686	Protein of unknown function (DUF2686)	not_in_edm
PF10888.7	DUF2742	Protein of unknown function (DUF2742)	not_in_edm
PF10890.7	Cyt_b-c1_8	Cytochrome b-c1 complex subunit 8	not_in_edm
PF10891.7	DUF2719	Protein of unknown function (DUF2719)	not_in_edm
PF10892.7	DUF2688	Protein of unknown function (DUF2688)	not_in_edm
PF10893.7	DUF2724	Protein of unknown function (DUF2724)	not_in_edm
PF10894.7	DUF2689	Protein of unknown function (DUF2689)	not_in_edm
PF10895.7	DUF2715	Domain of unknown function (DUF2715)	not_in_edm
PF10896.7	DUF2714	Protein of unknown function (DUF2714)	not_in_edm
PF10897.7	DUF2713	Protein of unknown function (DUF2713)	not_in_edm
PF10898.7	DUF2716	Protein of unknown function (DUF2716)	not_in_edm
PF10899.7	AbiGi	Putative abortive phage resistance protein AbiGi, antitoxin	not_in_edm
PF10901.7	DUF2690	Protein of unknown function (DUF2690)	not_in_edm
PF10902.7	WYL_2	WYL_2, Sm-like SH3 beta-barrel fold	not_in_edm
PF10903.7	DUF2691	Protein of unknown function (DUF2691)	not_in_edm
PF10904.7	DUF2694	Protein of unknown function (DUF2694)	not_in_edm
PF10905.7	DUF2695	Protein of unknown function (DUF2695)	not_in_edm
PF10906.7	Mrx7	MIOREX complex component 7	not_in_edm
PF10907.7	DUF2749	Protein of unknown function (DUF2749)	not_in_edm
PF10908.7	DUF2778	Protein of unknown function (DUF2778)	not_in_edm
PF10909.7	DUF2682	Protein of unknown function (DUF2682)	not_in_edm
PF10910.7	DUF2744	Protein of unknown function (DUF2744)	not_in_edm
PF10911.7	DUF2717	Protein of unknown function (DUF2717)	not_in_edm
PF10912.7	DUF2700	Protein of unknown function (DUF2700)	not_in_edm
PF10913.7	DUF2706	Protein of unknown function (DUF2706)	not_in_edm
PF10914.7	DUF2781	Protein of unknown function (DUF2781)	not_in_edm
PF10915.7	DUF2709	Protein of unknown function (DUF2709)	not_in_edm
PF10916.7	DUF2712	Protein of unknown function (DUF2712)	not_in_edm
PF10917.7	Fungus-induced	Fungus-induced protein	not_in_edm
PF10918.7	DUF2718	Protein of unknown function (DUF2718)	not_in_edm
PF10920.7	DUF2705	Protein of unknown function (DUF2705)	not_in_edm
PF10921.7	DUF2710	Protein of unknown function (DUF2710)	not_in_edm
PF10922.7	DUF2745	Protein of unknown function (DUF2745)	not_in_edm
PF10923.7	DUF2791	P-loop Domain of unknown function (DUF2791)	not_in_edm
PF10924.7	DUF2711	Protein of unknown function (DUF2711)	not_in_edm
PF10925.7	DUF2680	Protein of unknown function (DUF2680)	not_in_edm
PF10926.7	DUF2800	Protein of unknown function (DUF2800)	not_in_edm
PF10927.7	DUF2738	Protein of unknown function (DUF2738)	not_in_edm
PF10928.7	DUF2810	Protein of unknown function (DUF2810)	not_in_edm
PF10929.7	DUF2811	Protein of unknown function (DUF2811)	not_in_edm
PF10930.7	DUF2737	Protein of unknown function (DUF2737)	not_in_edm
PF10931.7	DUF2735	Protein of unknown function (DUF2735)	not_in_edm
PF10932.7	DUF2783	Protein of unknown function (DUF2783)	not_in_edm
PF10933.7	DUF2827	Protein of unknown function (DUF2827)	not_in_edm
PF10934.7	DUF2634	Protein of unknown function (DUF2634)	not_in_edm
PF10935.7	DUF2637	Protein of unknown function (DUF2637)	not_in_edm
PF10936.7	DUF2617	Protein of unknown function DUF2617	not_in_edm
PF10937.7	S36_mt	Ribosomal protein S36, mitochondrial	not_in_edm
PF10938.7	YfdX	YfdX protein	not_in_edm
PF10939.7	DUF2631	Protein of unknown function (DUF2631)	not_in_edm
PF10940.7	DUF2618	Protein of unknown function (DUF2618)	not_in_edm
PF10941.7	DUF2620	Protein of unknown function DUF2620	not_in_edm
PF10942.7	DUF2619	Protein of unknown function (DUF2619)	not_in_edm
PF10943.7	DUF2632	Protein of unknown function (DUF2632)	not_in_edm
PF10944.7	DUF2630	Protein of unknown function (DUF2630)	not_in_edm
PF10945.7	CBP_BcsR	Cellulose biosynthesis protein BcsR	not_in_edm
PF10946.7	DUF2625	Protein of unknown function DUF2625	not_in_edm
PF10947.7	DUF2628	Protein of unknown function (DUF2628)	not_in_edm
PF10948.7	DUF2635	Protein of unknown function (DUF2635)	not_in_edm
PF10949.7	DUF2777	Protein of unknown function (DUF2777)	not_in_edm
PF10950.7	Organ_specific	Organ specific protein	not_in_edm
PF10951.7	DUF2776	Protein of unknown function (DUF2776)	not_in_edm
PF10952.7	DUF2753	Protein of unknown function (DUF2753)	not_in_edm
PF10953.7	DUF2754	Protein of unknown function (DUF2754)	not_in_edm
PF10954.7	DUF2755	Protein of unknown function (DUF2755)	not_in_edm
PF10955.7	DUF2757	Protein of unknown function (DUF2757)	not_in_edm
PF10956.7	DUF2756	Protein of unknown function (DUF2756)	not_in_edm
PF10957.7	Spore_Cse60	Sporulation protein Cse60	not_in_edm
PF10958.7	DUF2759	Protein of unknown function (DUF2759)	not_in_edm
PF10959.7	DUF2761	Protein of unknown function (DUF2761)	not_in_edm
PF10960.7	Holin_BhlA	BhlA holin family	not_in_edm
PF10961.7	SelK_SelG	Selenoprotein SelK_SelG	not_in_edm
PF10962.7	DUF2764	Protein of unknown function (DUF2764)	not_in_edm
PF10963.7	Phage_TAC_10	Phage tail assembly chaperone	not_in_edm
PF10964.7	DUF2766	Protein of unknown function (DUF2766)	not_in_edm
PF10965.7	DUF2767	Protein of unknown function (DUF2767)	not_in_edm
PF10966.7	DUF2768	Protein of unknown function (DUF2768)	not_in_edm
PF10967.7	DUF2769	Protein of unknown function (DUF2769)	not_in_bgc
PF10968.7	DUF2770	Protein of unknown function (DUF2770)	not_in_edm
PF10969.7	DUF2771	Protein of unknown function (DUF2771)	not_in_edm
PF10970.7	GerPE	Spore germination protein GerPE	not_in_edm
PF10971.7	DUF2773	Protein of unknown function (DUF2773)	not_in_edm
PF10972.7	CsiV	Peptidoglycan-binding protein, CsiV	not_in_edm
PF10973.7	DUF2799	Protein of unknown function (DUF2799)	not_in_edm
PF10974.7	DUF2804	Protein of unknown function (DUF2804)	not_in_edm
PF10975.7	DUF2802	Protein of unknown function (DUF2802)	not_in_edm
PF10976.7	DUF2790	Protein of unknown function (DUF2790)	not_in_edm
PF10977.7	DUF2797	Protein of unknown function (DUF2797)	not_in_edm
PF10978.7	DUF2785	Protein of unknown function (DUF2785)	not_in_edm
PF10979.7	DUF2786	Protein of unknown function (DUF2786)	not_in_edm
PF10980.7	DUF2787	Protein of unknown function (DUF2787)	not_in_edm
PF10981.7	DUF2788	Protein of unknown function (DUF2788)	not_in_edm
PF10982.7	DUF2789	Protein of unknown function (DUF2789)	not_in_edm
PF10983.7	DUF2793	Protein of unknown function (DUF2793)	not_in_edm
PF10984.7	DUF2794	Protein of unknown function (DUF2794)	not_in_edm
PF10985.7	DUF2805	Protein of unknown function (DUF2805)	not_in_edm
PF10986.7	DUF2796	Protein of unknown function (DUF2796)	not_in_edm
PF10987.7	DUF2806	Protein of unknown function (DUF2806)	not_in_edm
PF10988.7	DUF2807	Putative auto-transporter adhesin, head GIN domain	not_in_edm
PF10989.7	DUF2808	Protein of unknown function (DUF2808)	not_in_edm
PF10990.7	DUF2809	Protein of unknown function (DUF2809)	not_in_edm
PF10991.7	DUF2815	Protein of unknown function (DUF2815)	not_in_edm
PF10992.7	DUF2816	Protein of unknown function (DUF2816)	not_in_edm
PF10993.7	DUF2818	Protein of unknown function (DUF2818)	not_in_edm
PF10994.7	DUF2817	Protein of unknown function (DUF2817)	not_in_edm
PF10995.7	CBP_GIL	GGDEF I-site like or GIL domain	not_in_edm
PF10996.7	Beta-Casp	Beta-Casp domain	not_in_edm
PF10997.7	Amj	Alternate to MurJ	not_in_edm
PF10998.7	DUF2838	Protein of unknown function (DUF2838)	not_in_edm
PF10999.7	DUF2839	Protein of unknown function (DUF2839)	not_in_edm
PF11000.7	DUF2840	Protein of unknown function (DUF2840)	not_in_edm
PF11001.7	DUF2841	Protein of unknown function (DUF2841)	not_in_edm
PF11002.7	RDM	RFPL defining motif (RDM)	not_in_edm
PF11003.7	DUF2842	Protein of unknown function (DUF2842)	not_in_edm
PF11004.7	Kdo_hydroxy	3-deoxy-D-manno-oct-2-ulosonic acid (Kdo) hydroxylase	not_in_edm
PF11005.7	DUF2844	Protein of unknown function (DUF2844)	not_in_edm
PF11006.7	DUF2845	Protein of unknown function (DUF2845)	not_in_edm
PF11007.7	CotJA	Spore coat associated protein JA (CotJA)	not_in_edm
PF11008.7	DUF2846	Protein of unknown function (DUF2846)	not_in_edm
PF11009.7	DUF2847	Protein of unknown function (DUF2847)	not_in_edm
PF11010.7	DUF2848	Protein of unknown function (DUF2848)	not_in_edm
PF11011.7	DUF2849	Protein of unknown function (DUF2849)	not_in_edm
PF11012.7	DUF2850	Protein of unknown function (DUF2850)	not_in_edm
PF11013.7	DUF2851	Protein of unknown function (DUF2851)	not_in_edm
PF11014.7	DUF2852	Protein of unknown function (DUF2852)	not_in_edm
PF11015.7	DUF2853	Protein of unknown function (DUF2853)	not_in_edm
PF11016.7	DUF2854	Protein of unknown function (DUF2854)	not_in_edm
PF11017.7	DUF2855	Protein of unknown function (DUF2855)	not_in_edm
PF11018.7	Cuticle_3	Pupal cuticle protein C1	not_in_edm
PF11019.7	DUF2608	Protein of unknown function (DUF2608)	not_in_edm
PF11020.7	DUF2610	Domain of unknown function (DUF2610)	not_in_edm
PF11021.7	DUF2613	Protein of unknown function (DUF2613)	not_in_edm
PF11022.7	DUF2611	Protein of unknown function (DUF2611)	not_in_edm
PF11023.7	DUF2614	Zinc-ribbon containing domain	not_in_edm
PF11024.7	DGF-1_4	Dispersed gene family protein 1 of Trypanosoma cruzi region 4	not_in_edm
PF11025.7	GP40	Glycoprotein GP40 of Cryptosporidium	not_in_edm
PF11026.7	DUF2721	Protein of unknown function (DUF2721)	not_in_edm
PF11027.7	DUF2615	Protein of unknown function (DUF2615)	not_in_edm
PF11028.7	DUF2723	Protein of unknown function (DUF2723)	not_in_edm
PF11029.7	DAZAP2	DAZ associated protein 2 (DAZAP2)	not_in_edm
PF11030.7	Nucleocapsid-N	Nucleocapsid protein N	not_in_edm
PF11031.7	Phage_holin_T	Bacteriophage T holin	not_in_edm
PF11032.7	ApoM	ApoM domain	not_in_edm
PF11033.7	ComJ	Competence protein J (ComJ)	not_in_edm
PF11034.7	Grg1	Glucose-repressible protein Grg1	not_in_edm
PF11035.7	SnAPC_2_like	Small nuclear RNA activating complex subunit 2, SNAP190 Myb	not_in_edm
PF11036.7	YqgB	Virulence promoting factor	not_in_edm
PF11037.7	Musclin	Insulin-resistance promoting peptide in skeletal muscle	not_in_edm
PF11038.7	DGF-1_5	Dispersed gene family protein 1 of Trypanosoma cruzi region 5	not_in_edm
PF11039.7	DUF2824	Protein of unknown function (DUF2824)	not_in_edm
PF11040.7	DGF-1_C	Dispersed gene family protein 1 of Trypanosoma cruzi C-terminus	not_in_edm
PF11041.7	DUF2612	Protein of unknown function (DUF2612)	not_in_edm
PF11042.7	DUF2750	Protein of unknown function (DUF2750)	not_in_edm
PF11043.7	DUF2856	Protein of unknown function (DUF2856)	not_in_edm
PF11044.7	TMEMspv1-c74-12	Plectrovirus spv1-c74 ORF 12 transmembrane protein	not_in_edm
PF11045.7	YbjM	Putative inner membrane protein of Enterobacteriaceae	not_in_edm
PF11046.7	HycA_repressor	Transcriptional repressor of hyc and hyp operons	not_in_edm
PF11047.7	SopD	Salmonella outer protein D	not_in_edm
PF11049.7	KSHV_K1	Glycoprotein K1 of Kaposi's sarcoma-associated herpes virus	not_in_edm
PF11050.7	Viral_env_E26	Virus envelope protein E26	not_in_edm
PF11051.7	Mannosyl_trans3	Mannosyltransferase putative	not_in_edm
PF11052.7	Tr-sialidase_C	Trans-sialidase of Trypanosoma hydrophobic C-terminal	not_in_edm
PF11053.7	DNA_Packaging	Terminase DNA packaging enzyme	not_in_edm
PF11054.7	Surface_antigen	Sporozoite TA4 surface antigen	not_in_edm
PF11055.7	Gsf2	Glucose signalling factor 2	not_in_edm
PF11056.7	UvsY	Recombination, repair and ssDNA binding protein UvsY	not_in_edm
PF11057.7	Cortexin	Cortexin of kidney	not_in_edm
PF11058.7	Ral	Antirestriction protein Ral	not_in_edm
PF11059.7	DUF2860	Protein of unknown function (DUF2860)	not_in_edm
PF11060.7	DUF2861	Protein of unknown function (DUF2861)	not_in_edm
PF11061.7	DUF2862	Protein of unknown function (DUF2862)	not_in_edm
PF11062.7	DUF2863	Protein of unknown function (DUF2863)	not_in_edm
PF11064.7	DUF2865	Protein of unknown function (DUF2865)	not_in_edm
PF11065.7	DUF2866	Protein of unknown function (DUF2866)	not_in_edm
PF11066.7	DUF2867	Protein of unknown function (DUF2867)	not_in_edm
PF11067.7	DUF2868	Protein of unknown function (DUF2868)	not_in_edm
PF11068.7	YlqD	YlqD protein	not_in_edm
PF11069.7	DUF2870	Protein of unknown function (DUF2870)	not_in_edm
PF11070.7	DUF2871	Protein of unknown function (DUF2871)	not_in_edm
PF11071.7	Nuc_deoxyri_tr3	Nucleoside 2-deoxyribosyltransferase YtoQ	not_in_edm
PF11072.7	DUF2859	Protein of unknown function (DUF2859)	not_in_edm
PF11073.7	NSs	Rift valley fever virus non structural protein (NSs) like	not_in_edm
PF11074.7	DUF2779	Domain of unknown function(DUF2779)	not_in_edm
PF11075.7	DUF2780	Protein of unknown function VcgC/VcgE (DUF2780)	not_in_edm
PF11076.7	YbhQ	Putative inner membrane protein YbhQ	not_in_edm
PF11077.7	DUF2616	Protein of unknown function (DUF2616)	not_in_edm
PF11078.7	Optomotor-blind	Optomotor-blind protein N-terminal region	not_in_edm
PF11079.7	YqhG	Bacterial protein YqhG of unknown function	not_in_edm
PF11080.7	GhoS	Endoribonuclease GhoS	not_in_edm
PF11081.7	DUF2890	Protein of unknown function (DUF2890)	not_in_edm
PF11082.7	DUF2880	Protein of unknown function (DUF2880)	not_in_edm
PF11083.7	Streptin-Immun	Lantibiotic streptin immunity protein	not_in_edm
PF11084.7	DUF2621	Protein of unknown function (DUF2621)	not_in_edm
PF11085.7	YqhR	Conserved membrane protein YqhR	not_in_edm
PF11086.7	DUF2878	Protein of unknown function (DUF2878)	not_in_edm
PF11087.7	PRD1_DD	PRD1 phage membrane DNA delivery	not_in_edm
PF11088.7	RL11D	Glycoprotein encoding membrane proteins RL5A and RL6	not_in_edm
PF11089.7	SyrA	Exopolysaccharide production repressor	not_in_edm
PF11090.7	DUF2833	Protein of unknown function (DUF2833)	not_in_edm
PF11091.7	T4_tail_cap	Tail-tube assembly protein	not_in_edm
PF11092.7	Alveol-reg_P311	Neuronal protein 3.1 (p311)	not_in_edm
PF11093.7	Mitochondr_Som1	Mitochondrial export protein Som1	not_in_edm
PF11094.7	UL11	Membrane-associated tegument protein	not_in_edm
PF11095.7	Gemin7	Gem-associated protein 7 (Gemin7)	not_in_edm
PF11097.7	DUF2883	Protein of unknown function (DUF2883)	not_in_edm
PF11098.7	Chlorosome_CsmC	Chlorosome envelope protein C	not_in_edm
PF11099.7	M11L	Apoptosis regulator M11L like	not_in_edm
PF11100.7	TrbE	Conjugal transfer protein TrbE	not_in_edm
PF11101.7	DUF2884	Protein of unknown function (DUF2884)	not_in_edm
PF11102.7	YjbF	Group 4 capsule polysaccharide lipoprotein gfcB, YjbF	not_in_edm
PF11103.7	DUF2887	Protein of unknown function (DUF2887)	not_in_edm
PF11104.7	PilM_2	Type IV pilus assembly protein PilM;	not_in_edm
PF11105.7	CCAP	Arthropod cardioacceleratory peptide 2a	not_in_edm
PF11106.7	YjbE	Exopolysaccharide production protein YjbE	not_in_edm
PF11107.7	FANCF	Fanconi anemia group F protein (FANCF)	not_in_edm
PF11108.7	Phage_glycop_gL	Viral glycoprotein L	not_in_edm
PF11109.7	RFamide_26RFa	Orexigenic neuropeptide Qrfp/P518	not_in_edm
PF11110.7	Phage_hub_GP28	Baseplate hub distal subunit	not_in_edm
PF11111.7	CENP-M	Centromere protein M (CENP-M)	not_in_edm
PF11112.7	PyocinActivator	Pyocin activator protein PrtN	not_in_edm
PF11113.7	Phage_head_chap	Head assembly gene product	not_in_edm
PF11114.7	Minor_capsid_2	Minor capsid protein	not_in_edm
PF11115.7	DUF2623	Protein of unknown function (DUF2623)	not_in_edm
PF11116.7	DUF2624	Protein of unknown function (DUF2624)	not_in_edm
PF11117.7	DUF2626	Protein of unknown function (DUF2626)	not_in_edm
PF11118.7	DUF2627	Protein of unknown function (DUF2627)	not_in_edm
PF11119.7	DUF2633	Protein of unknown function (DUF2633)	not_in_edm
PF11120.7	CBP_BcsF	Cellulose biosynthesis protein BcsF	not_in_edm
PF11121.7	DUF2639	Protein of unknown function (DUF2639)	not_in_edm
PF11122.7	Spore-coat_CotD	Inner spore coat protein D	not_in_edm
PF11123.7	DNA_Packaging_2	DNA packaging protein	not_in_edm
PF11124.7	Pho86	Inorganic phosphate transporter Pho86	not_in_edm
PF11125.7	DUF2830	Protein of unknown function (DUF2830)	not_in_edm
PF11126.7	Phage_DsbA	Transcriptional regulator DsbA	not_in_edm
PF11127.7	DUF2892	Protein of unknown function (DUF2892)	not_in_edm
PF11128.7	Nucleocap_ssRNA	Plant viral coat protein nucleocapsid	not_in_edm
PF11129.7	EIAV_Rev	Rev protein of equine infectious anaemia virus	not_in_edm
PF11130.7	TraC_F_IV	F pilus assembly Type-IV secretion system for plasmid transfer	not_in_edm
PF11131.7	PhrC_PhrF	Rap-phr extracellular signalling	not_in_edm
PF11132.7	SplA	Transcriptional regulator protein (SplA)	not_in_edm
